lon	lat	depth	m_l	err_abs	err_avgrel	area
71.567	37.234	94.28	3.4	3.5	1.9	deepPamir
71.438	37.144	94.29	3.0	3.3	1.9	deepPamir
71.505	37.143	94.39	3.4	2.9	1.9	deepPamir
71.609	37.190	94.43	2.8	4.4	1.9	deepPamir
73.077	38.451	94.53	3.7	4.1	1.9	deepPamir
74.160	38.619	94.54	2.2	3.6	-	deepPamir
71.893	37.229	94.57	2.7	2.8	1.9	deepPamir
71.444	37.167	94.59	2.6	4.9	1.9	deepPamir
71.798	37.570	94.77	3.4	2.3	1.9	deepPamir
72.761	37.130	94.82	2.3	7.4	-	deepPamir
71.479	37.144	94.90	2.3	4.8	1.9	deepPamir
73.057	38.431	94.90	2.0	6.1	1.9	deepPamir
71.401	37.379	94.95	3.2	3.6	1.9	deepPamir
71.174	37.009	94.97	3.1	2.9	-	deepPamir
75.513	38.281	94.98	2.7	3.3	-	deepPamir
71.529	37.179	95.10	4.0	2.4	1.9	deepPamir
71.901	37.271	95.13	2.6	2.6	1.9	deepPamir
71.776	37.358	95.22	2.3	3.7	1.9	deepPamir
73.229	38.515	95.25	2.1	3.5	1.9	deepPamir
71.902	37.260	95.27	2.7	3.8	1.9	deepPamir
71.377	36.996	95.30	3.5	2.8	1.9	deepPamir
71.318	37.043	95.33	4.2	3.6	1.9	deepPamir
71.924	37.234	95.33	4.7	4.8	1.9	deepPamir
71.416	36.984	95.41	2.5	3.9	1.9	deepPamir
71.583	37.200	95.44	2.8	3.6	1.9	deepPamir
73.051	38.395	95.46	2.0	3.0	1.9	deepPamir
71.424	37.093	95.52	2.8	3.3	1.9	deepPamir
71.493	36.989	95.54	2.9	3.8	1.9	deepPamir
71.668	37.424	95.54	2.4	4.1	-	deepPamir
71.517	37.262	95.55	2.6	2.7	1.9	deepPamir
71.813	37.412	95.56	3.5	2.4	1.9	deepPamir
71.451	37.196	95.63	2.0	4.6	1.9	deepPamir
72.856	38.379	95.68	2.5	2.6	-	deepPamir
73.278	38.400	95.73	1.9	4.2	1.9	deepPamir
72.020	37.244	95.74	2.9	3.5	-	deepPamir
71.339	37.195	95.75	3.9	2.0	1.9	deepPamir
71.804	37.695	95.76	2.6	3.0	-	deepPamir
71.469	37.198	95.81	4.7	2.2	1.9	deepPamir
73.032	38.381	95.81	3.1	1.7	1.9	deepPamir
73.307	38.525	95.90	2.5	3.1	1.9	deepPamir
71.530	37.180	95.99	3.1	3.0	1.9	deepPamir
73.565	38.664	96.00	3.5	2.5	1.9	deepPamir
71.409	36.987	96.06	3.3	3.8	1.9	deepPamir
72.376	38.146	96.06	2.6	2.8	-	deepPamir
71.715	37.449	96.16	3.1	4.9	1.9	deepPamir
71.379	36.965	96.19	2.3	7.2	1.9	deepPamir
72.063	37.844	96.26	2.9	4.5	1.9	deepPamir
71.357	37.248	96.31	2.4	3.5	1.9	deepPamir
71.330	37.030	96.34	3.3	5.6	1.9	deepPamir
71.552	37.362	96.38	3.1	8.2	1.9	deepPamir
71.808	37.577	96.39	2.3	3.5	1.9	deepPamir
71.454	36.893	96.42	2.8	3.1	1.9	deepPamir
71.401	37.123	96.53	3.9	2.9	1.9	deepPamir
71.903	37.271	96.56	2.8	2.6	1.9	deepPamir
72.966	38.297	96.60	2.5	2.7	1.9	deepPamir
71.505	36.957	96.68	3.6	2.8	1.9	deepPamir
71.781	37.434	96.70	2.6	3.3	1.9	deepPamir
71.983	37.400	96.73	2.4	2.5	1.9	deepPamir
72.629	37.969	96.76	2.3	6.9	-	deepPamir
71.582	37.083	96.82	2.7	3.3	1.9	deepPamir
72.189	37.430	96.85	3.5	2.7	-	deepPamir
72.578	38.184	96.85	2.4	3.2	-	deepPamir
75.764	37.849	96.95	2.6	6.1	-	deepPamir
71.805	37.538	96.98	2.6	4.9	1.9	deepPamir
73.029	38.445	96.99	2.4	3.5	1.9	deepPamir
71.332	37.005	97.00	3.0	2.6	1.9	deepPamir
71.355	36.966	97.02	2.5	4.7	1.9	deepPamir
72.073	37.431	97.02	3.3	2.8	1.9	deepPamir
73.380	38.379	97.24	2.6	2.8	1.9	deepPamir
71.441	37.028	97.30	3.5	2.8	1.9	deepPamir
73.036	38.371	97.31	2.3	3.6	1.9	deepPamir
71.785	37.224	97.39	2.9	4.5	1.9	deepPamir
71.756	37.364	97.43	2.6	2.5	1.9	deepPamir
71.498	37.037	97.53	4.6	2.8	1.9	deepPamir
71.416	37.124	97.62	4.8	2.3	-	deepPamir
73.638	38.626	97.65	3.5	2.4	1.9	deepPamir
71.834	37.398	97.70	2.5	3.6	1.9	deepPamir
72.558	38.170	97.82	3.7	2.1	-	deepPamir
71.390	36.985	97.84	3.2	3.2	1.9	deepPamir
73.239	38.509	97.87	2.7	2.5	1.9	deepPamir
73.304	38.387	97.95	2.2	5.5	1.9	deepPamir
71.571	37.103	97.97	2.9	3.8	1.9	deepPamir
71.403	37.245	98.05	2.8	3.6	1.9	deepPamir
71.777	37.219	98.08	2.7	4.0	1.9	deepPamir
71.756	37.209	98.11	2.6	3.0	-	deepPamir
72.385	38.317	98.16	3.0	6.3	-	deepPamir
71.480	37.211	98.19	4.1	2.7	1.9	deepPamir
71.454	37.203	98.24	3.5	5.0	1.9	deepPamir
71.498	37.170	98.25	3.1	2.4	1.9	deepPamir
73.801	38.589	98.31	2.4	3.5	1.9	deepPamir
71.430	36.950	98.32	3.2	4.5	1.9	deepPamir
73.041	38.305	98.33	1.8	3.1	1.9	deepPamir
71.690	37.192	98.39	3.0	3.9	1.9	deepPamir
71.787	37.449	98.41	2.5	2.6	1.9	deepPamir
71.853	37.405	98.47	2.9	2.0	1.9	deepPamir
73.783	38.625	98.71	2.9	5.5	-	deepPamir
71.926	37.308	98.73	2.5	2.2	1.9	deepPamir
72.179	37.463	98.78	2.0	7.5	-	deepPamir
73.259	38.514	98.79	2.9	2.1	1.9	deepPamir
71.947	37.812	98.83	2.5	3.2	1.9	deepPamir
71.440	37.005	98.96	3.1	4.2	1.9	deepPamir
71.454	37.342	99.01	4.0	2.9	1.9	deepPamir
71.463	37.345	99.05	4.5	2.2	1.9	deepPamir
71.773	37.211	99.09	3.6	3.8	1.9	deepPamir
71.477	36.993	99.16	3.5	2.7	1.9	deepPamir
73.169	38.375	99.17	2.1	2.9	1.9	deepPamir
71.409	36.928	99.18	2.9	3.6	1.9	deepPamir
73.377	38.381	99.25	2.1	2.7	1.9	deepPamir
73.384	38.494	99.32	2.3	3.9	1.9	deepPamir
72.391	37.826	99.42	2.2	6.4	-	deepPamir
71.476	37.364	99.51	3.8	2.0	1.9	deepPamir
71.648	37.184	99.52	3.7	2.7	1.9	deepPamir
71.894	37.431	99.56	2.4	5.0	1.9	deepPamir
71.509	37.355	99.61	3.9	3.3	1.9	deepPamir
71.862	37.371	99.61	2.4	5.0	1.9	deepPamir
72.012	37.295	99.61	3.2	2.8	-	deepPamir
71.691	37.458	99.65	2.6	3.0	1.9	deepPamir
73.402	38.385	99.69	2.6	2.3	1.9	deepPamir
71.760	37.197	99.71	3.2	2.9	1.9	deepPamir
73.147	38.382	99.86	3.0	2.9	1.9	deepPamir
73.894	38.475	100.07	4.3	12.6	-	deepPamir
71.484	37.262	100.18	3.3	2.1	1.9	deepPamir
71.465	36.963	100.20	3.3	4.4	1.9	deepPamir
72.107	37.892	100.39	2.9	2.7	-	deepPamir
73.562	38.386	100.39	2.1	3.1	1.9	deepPamir
71.833	37.398	100.41	2.3	3.9	1.9	deepPamir
71.449	37.023	100.45	2.8	3.3	1.9	deepPamir
71.853	37.395	100.50	2.4	3.0	1.9	deepPamir
71.642	37.343	100.52	2.8	3.4	1.9	deepPamir
73.026	38.340	100.54	2.3	3.5	1.9	deepPamir
71.386	36.751	100.67	3.0	5.0	1.9	deepPamir
71.395	36.972	100.86	3.7	2.4	1.9	deepPamir
71.795	37.551	100.96	2.9	3.1	1.9	deepPamir
71.584	37.197	100.97	3.5	3.5	1.9	deepPamir
72.219	37.997	100.99	3.2	4.1	-	deepPamir
72.263	37.968	101.01	3.0	2.3	-	deepPamir
71.492	37.119	101.06	4.0	3.3	1.9	deepPamir
73.272	38.465	101.09	2.4	3.9	1.9	deepPamir
71.554	37.204	101.15	3.9	3.0	1.9	deepPamir
72.537	38.175	101.16	3.6	2.9	-	deepPamir
71.524	37.273	101.24	3.3	2.9	1.9	deepPamir
71.469	37.196	101.27	3.4	3.4	1.9	deepPamir
72.928	38.411	101.27	2.5	3.7	1.9	deepPamir
71.435	37.197	101.28	3.1	6.7	1.9	deepPamir
71.703	37.274	101.28	2.3	5.6	-	deepPamir
73.434	38.408	101.30	2.1	3.8	1.9	deepPamir
73.227	38.435	101.35	2.6	4.1	1.9	deepPamir
73.832	38.571	101.41	2.1	3.7	1.9	deepPamir
73.371	38.508	101.42	2.1	3.5	1.9	deepPamir
73.504	37.596	101.42	3.6	8.0	-	deepPamir
71.508	36.867	101.43	3.5	3.2	1.9	deepPamir
71.391	36.973	101.61	4.3	2.1	1.9	deepPamir
73.387	38.523	101.88	2.7	3.5	1.9	deepPamir
71.473	37.169	101.97	2.6	3.6	1.9	deepPamir
71.512	37.157	102.00	3.8	2.3	1.9	deepPamir
71.495	36.972	102.06	4.2	3.4	1.9	deepPamir
71.544	37.153	102.06	2.8	4.4	1.9	deepPamir
71.434	37.003	102.16	3.2	3.6	1.9	deepPamir
73.228	38.479	102.19	2.6	3.0	1.9	deepPamir
71.522	36.983	102.22	3.4	2.8	1.9	deepPamir
71.808	37.206	102.23	3.0	4.3	1.9	deepPamir
73.382	38.524	102.23	2.2	4.2	1.9	deepPamir
71.891	37.405	102.25	2.7	4.1	1.9	deepPamir
71.635	37.198	102.27	2.9	3.3	1.9	deepPamir
71.478	37.018	102.30	3.5	4.7	1.9	deepPamir
73.376	38.523	102.33	2.7	3.6	1.9	deepPamir
71.808	37.529	102.39	2.9	3.0	1.9	deepPamir
71.679	37.247	102.44	2.3	4.7	1.9	deepPamir
73.152	38.347	102.50	3.4	1.6	1.9	deepPamir
73.347	38.465	102.50	2.8	3.0	1.9	deepPamir
73.013	38.427	102.51	3.4	2.4	1.9	deepPamir
71.648	37.234	102.53	2.9	2.9	1.9	deepPamir
71.665	37.232	102.56	2.8	2.9	1.9	deepPamir
73.085	38.423	102.56	3.0	7.4	1.9	deepPamir
71.643	37.426	102.57	3.1	2.0	1.9	deepPamir
71.610	37.189	102.59	2.2	4.4	1.9	deepPamir
71.531	37.258	102.60	4.0	2.3	1.9	deepPamir
73.012	38.300	102.66	2.6	2.7	1.9	deepPamir
71.650	37.259	102.67	2.6	3.1	1.9	deepPamir
71.409	36.894	102.71	2.6	4.9	1.9	deepPamir
72.546	38.106	102.73	2.6	3.3	1.9	deepPamir
71.641	37.257	102.78	3.2	3.5	1.9	deepPamir
71.998	37.321	102.79	2.2	3.9	1.9	deepPamir
71.888	37.710	102.80	2.7	4.5	-	deepPamir
71.718	37.530	102.82	2.8	2.8	1.9	deepPamir
71.699	37.454	102.85	3.1	3.6	1.9	deepPamir
71.498	37.204	102.94	3.3	4.0	1.9	deepPamir
71.665	37.254	102.95	3.5	3.4	1.9	deepPamir
71.716	37.516	103.01	3.9	3.7	1.9	deepPamir
73.362	38.547	103.02	2.1	6.2	1.9	deepPamir
71.794	37.268	103.12	2.3	3.7	-	deepPamir
73.048	38.303	103.12	2.6	2.4	1.9	deepPamir
71.884	37.440	103.14	3.2	3.2	1.9	deepPamir
71.557	37.206	103.17	2.9	5.7	1.9	deepPamir
71.764	37.464	103.19	2.7	5.7	1.9	deepPamir
73.357	38.221	103.19	1.7	6.8	-	deepPamir
71.627	37.429	103.22	3.5	2.9	1.9	deepPamir
72.992	38.311	103.25	2.8	2.8	1.9	deepPamir
71.541	37.234	103.26	2.5	5.5	1.9	deepPamir
71.641	37.140	103.30	2.8	3.2	1.9	deepPamir
72.208	37.992	103.34	2.4	2.6	-	deepPamir
72.077	37.436	103.43	2.3	4.6	1.9	deepPamir
71.562	37.378	103.45	4.5	2.5	1.9	deepPamir
71.638	37.431	103.53	2.5	2.6	1.9	deepPamir
73.145	38.408	103.56	4.8	2.9	1.9	deepPamir
72.961	38.443	103.60	3.3	9.1	-	deepPamir
73.261	38.447	103.62	3.4	15.6	-	deepPamir
73.238	38.478	103.64	2.4	3.9	1.9	deepPamir
71.440	36.957	103.67	3.5	3.2	1.9	deepPamir
71.593	37.091	103.75	3.2	3.7	1.9	deepPamir
72.940	38.298	103.75	3.2	3.3	1.9	deepPamir
71.518	37.265	103.77	3.0	2.8	1.9	deepPamir
73.864	38.520	103.89	2.5	3.9	1.9	deepPamir
71.759	37.524	103.92	4.4	2.4	1.9	deepPamir
73.374	38.518	103.96	2.2	5.3	1.9	deepPamir
71.608	37.050	104.04	2.3	6.9	-	deepPamir
73.002	38.304	104.06	2.1	3.2	1.9	deepPamir
71.650	37.213	104.27	3.1	3.1	1.9	deepPamir
71.814	37.543	104.27	2.4	3.0	1.9	deepPamir
71.649	37.229	104.31	2.5	3.8	1.9	deepPamir
72.602	38.178	104.36	4.2	5.0	-	deepPamir
73.843	38.582	104.36	2.3	4.7	1.9	deepPamir
71.792	37.179	104.37	3.7	3.6	1.9	deepPamir
71.704	37.259	104.44	2.9	5.4	1.9	deepPamir
71.832	37.529	104.61	3.2	4.5	1.9	deepPamir
71.565	37.163	104.63	3.4	5.6	1.9	deepPamir
71.676	37.214	104.66	2.6	2.9	1.9	deepPamir
71.510	37.122	104.75	3.9	3.0	1.9	deepPamir
71.520	36.956	104.75	4.1	2.5	1.9	deepPamir
71.649	37.274	104.81	2.8	8.2	1.9	deepPamir
72.950	38.348	104.81	3.1	2.1	1.9	deepPamir
71.688	37.217	104.86	2.9	2.7	1.9	deepPamir
73.099	38.363	104.95	3.8	2.2	1.9	deepPamir
73.336	38.497	104.96	3.5	2.7	1.9	deepPamir
72.249	37.778	105.05	2.5	5.2	1.9	deepPamir
71.590	37.283	105.11	3.2	2.9	1.9	deepPamir
72.529	38.101	105.11	4.0	2.2	1.9	deepPamir
71.698	37.253	105.12	2.6	4.2	1.9	deepPamir
71.691	37.235	105.19	3.1	3.6	1.9	deepPamir
72.022	37.775	105.21	4.4	2.1	-	deepPamir
71.707	37.307	105.22	2.8	3.2	1.9	deepPamir
71.238	36.789	105.25	2.7	5.4	-	deepPamir
73.002	38.311	105.26	2.1	4.9	1.9	deepPamir
72.109	37.912	105.32	3.3	3.1	-	deepPamir
71.686	37.217	105.33	2.5	2.9	1.9	deepPamir
71.637	37.289	105.37	2.6	2.8	1.9	deepPamir
71.699	37.243	105.40	2.2	4.6	1.9	deepPamir
71.619	37.005	105.42	2.4	4.2	-	deepPamir
73.395	38.485	105.43	3.9	2.0	1.9	deepPamir
71.564	37.199	105.52	2.5	4.2	1.9	deepPamir
71.472	37.254	105.55	3.4	2.7	1.9	deepPamir
73.478	38.538	105.55	3.2	15.5	-	deepPamir
71.718	37.240	105.56	2.7	3.4	1.9	deepPamir
71.723	37.236	105.59	2.3	2.9	1.9	deepPamir
72.071	37.434	105.64	2.6	4.2	-	deepPamir
71.651	37.432	105.66	4.4	2.1	1.9	deepPamir
72.553	38.082	105.68	2.0	6.3	-	deepPamir
71.729	37.492	105.72	3.3	3.0	1.9	deepPamir
72.084	37.522	105.77	2.3	4.5	1.9	deepPamir
71.539	37.109	105.88	3.3	2.8	-	deepPamir
73.106	38.359	105.89	3.2	2.6	1.9	deepPamir
73.048	38.314	105.91	4.1	1.6	1.9	deepPamir
73.377	38.426	105.92	2.6	4.9	1.9	deepPamir
73.185	38.385	105.95	2.5	3.4	1.9	deepPamir
72.943	38.286	105.96	2.8	3.5	1.9	deepPamir
71.574	37.215	106.00	3.8	3.9	1.9	deepPamir
71.635	37.444	106.04	2.7	3.1	1.9	deepPamir
71.690	37.205	106.07	2.5	3.4	1.9	deepPamir
71.693	37.234	106.11	3.0	3.2	1.9	deepPamir
71.623	37.095	106.14	2.4	3.3	1.9	deepPamir
71.665	37.204	106.14	3.0	2.5	1.9	deepPamir
73.179	38.425	106.17	3.0	2.8	1.9	deepPamir
71.815	37.521	106.22	2.4	3.7	1.9	deepPamir
71.561	37.204	106.24	3.2	2.5	1.9	deepPamir
71.740	37.488	106.24	3.1	2.0	1.9	deepPamir
71.817	37.533	106.26	3.1	2.9	1.9	deepPamir
72.257	37.750	106.27	2.5	3.7	1.9	deepPamir
71.775	37.348	106.31	2.8	4.4	1.9	deepPamir
72.437	37.809	106.31	2.2	4.3	1.9	deepPamir
71.689	37.220	106.33	2.9	4.1	1.9	deepPamir
71.520	37.201	106.40	3.3	3.1	1.9	deepPamir
71.669	37.268	106.43	2.6	3.7	1.9	deepPamir
71.738	37.225	106.45	2.5	4.1	1.9	deepPamir
73.521	38.368	106.45	2.6	2.4	1.9	deepPamir
72.902	38.344	106.48	2.3	3.3	1.9	deepPamir
73.876	38.555	106.48	3.3	2.0	1.9	deepPamir
71.583	37.156	106.55	2.3	5.3	1.9	deepPamir
72.989	38.325	106.66	2.2	3.4	1.9	deepPamir
71.941	37.293	106.68	3.0	3.6	-	deepPamir
71.791	37.553	106.74	3.1	2.1	1.9	deepPamir
71.807	37.524	106.75	3.8	1.8	1.9	deepPamir
71.793	37.282	106.77	2.7	4.3	1.9	deepPamir
72.968	38.335	106.94	2.2	3.8	1.9	deepPamir
71.601	37.053	106.96	2.8	4.2	1.9	deepPamir
72.957	38.338	106.97	2.2	3.7	1.9	deepPamir
71.712	37.246	107.00	2.9	4.0	1.9	deepPamir
73.070	38.270	107.01	3.1	19.9	-	deepPamir
72.965	38.335	107.12	2.4	3.9	1.9	deepPamir
73.323	38.404	107.12	2.5	2.8	1.9	deepPamir
73.350	38.334	107.12	1.7	6.3	1.9	deepPamir
72.153	37.353	107.13	2.4	5.7	-	deepPamir
71.546	37.249	107.22	2.8	5.2	1.9	deepPamir
71.814	37.518	107.37	2.4	3.3	1.9	deepPamir
73.773	38.400	107.37	2.1	3.7	1.9	deepPamir
71.726	37.432	107.41	2.8	5.4	1.9	deepPamir
71.569	37.204	107.43	2.8	3.1	1.9	deepPamir
72.215	37.848	107.47	2.8	6.4	-	deepPamir
71.768	37.414	107.53	2.7	4.8	1.9	deepPamir
73.559	38.395	107.56	2.6	3.8	1.9	deepPamir
71.691	37.224	107.58	3.9	3.2	1.9	deepPamir
71.792	37.521	107.63	2.9	2.7	1.9	deepPamir
71.876	37.509	107.64	3.7	3.4	1.9	deepPamir
73.908	38.500	107.64	3.5	2.9	1.9	deepPamir
71.575	37.280	107.67	4.6	2.9	1.9	deepPamir
73.065	38.316	107.67	3.2	2.0	1.9	deepPamir
71.469	37.025	107.69	3.0	3.2	1.9	deepPamir
71.550	37.182	107.71	3.3	4.0	1.9	deepPamir
71.560	37.407	107.79	2.5	3.6	1.9	deepPamir
71.587	37.227	107.81	3.2	3.3	1.9	deepPamir
72.789	38.239	107.83	2.1	4.9	-	deepPamir
72.472	37.941	107.85	2.3	5.5	1.9	deepPamir
71.598	37.260	107.89	2.7	2.8	1.9	deepPamir
71.573	37.394	107.92	3.3	3.0	1.9	deepPamir
73.356	38.476	107.99	3.5	2.9	1.9	deepPamir
73.027	38.299	108.00	3.2	3.3	1.9	deepPamir
71.578	37.066	108.07	2.6	5.3	1.9	deepPamir
72.137	37.727	108.10	2.8	5.3	1.9	deepPamir
71.739	37.241	108.15	2.4	4.1	1.9	deepPamir
71.767	37.490	108.18	2.8	2.8	1.9	deepPamir
73.329	38.433	108.19	2.3	3.4	1.9	deepPamir
71.698	37.218	108.20	3.4	3.1	1.9	deepPamir
71.292	36.837	108.23	2.8	6.4	-	deepPamir
74.264	38.479	108.25	3.2	3.0	-	deepPamir
72.169	37.436	108.38	2.8	9.6	-	deepPamir
71.592	36.936	108.40	3.0	5.2	1.9	deepPamir
71.799	37.343	108.44	3.2	2.2	1.9	deepPamir
71.765	37.496	108.48	2.4	3.1	1.9	deepPamir
71.551	37.260	108.49	3.2	3.6	1.9	deepPamir
71.615	37.296	108.49	2.8	2.8	1.9	deepPamir
71.684	37.224	108.49	2.6	5.7	1.9	deepPamir
71.807	37.526	108.52	4.1	2.7	1.9	deepPamir
71.622	37.348	108.64	3.1	4.5	1.9	deepPamir
72.259	37.623	108.83	2.4	9.3	-	deepPamir
71.634	37.046	108.86	2.8	4.4	1.9	deepPamir
72.242	37.818	108.87	3.4	2.8	1.9	deepPamir
72.496	37.988	108.97	4.6	2.3	1.9	deepPamir
75.210	38.360	109.03	2.2	6.9	-	deepPamir
72.195	37.795	109.28	2.4	4.2	1.9	deepPamir
71.696	37.416	109.33	5.0	3.0	1.9	deepPamir
71.558	36.943	109.38	3.6	3.1	1.9	deepPamir
72.192	37.722	109.39	2.6	3.8	1.9	deepPamir
71.869	37.398	109.44	2.3	3.4	1.9	deepPamir
72.194	37.654	109.46	2.5	3.5	1.9	deepPamir
71.857	37.486	109.49	3.0	2.4	1.9	deepPamir
71.988	37.262	109.50	2.2	6.8	-	deepPamir
73.016	38.303	109.53	2.4	2.8	1.9	deepPamir
73.923	38.524	109.53	4.5	2.9	1.9	deepPamir
71.586	37.243	109.59	3.0	3.7	1.9	deepPamir
71.709	37.146	109.64	2.9	3.2	1.9	deepPamir
72.450	38.024	109.64	2.3	3.8	1.9	deepPamir
72.354	38.040	109.68	3.7	3.7	-	deepPamir
73.022	38.200	109.68	2.2	4.3	1.9	deepPamir
72.892	38.132	109.70	2.5	2.6	1.9	deepPamir
73.506	38.408	109.71	2.9	3.0	1.9	deepPamir
71.953	37.215	109.80	2.2	5.4	-	deepPamir
72.597	37.888	109.84	2.3	2.9	-	deepPamir
73.376	38.728	109.96	2.4	4.9	-	deepPamir
71.391	36.888	109.99	3.1	3.6	-	deepPamir
71.926	37.194	110.01	2.6	7.5	-	deepPamir
71.597	37.211	110.02	3.3	3.5	1.9	deepPamir
71.842	37.555	110.15	3.2	2.1	1.9	deepPamir
71.589	37.006	110.19	2.6	3.3	1.9	deepPamir
71.613	37.254	110.23	2.9	3.5	1.9	deepPamir
72.152	37.724	110.26	2.2	4.1	1.9	deepPamir
71.591	37.212	110.27	3.5	5.2	1.9	deepPamir
71.623	37.219	110.30	4.8	2.9	1.9	deepPamir
71.658	37.241	110.33	3.3	2.7	1.9	deepPamir
72.119	37.760	110.46	2.1	9.7	1.9	deepPamir
71.849	37.517	110.47	2.9	2.7	1.9	deepPamir
73.464	38.433	110.55	3.3	2.5	1.9	deepPamir
72.243	37.743	110.57	2.2	5.1	1.9	deepPamir
72.254	37.907	110.57	2.6	3.0	-	deepPamir
72.978	38.318	110.57	2.3	3.8	1.9	deepPamir
73.817	38.460	110.60	4.1	1.9	1.9	deepPamir
71.635	37.267	110.63	3.3	3.2	1.9	deepPamir
71.889	37.483	110.64	2.6	4.0	1.9	deepPamir
71.510	36.952	110.77	3.5	3.9	1.9	deepPamir
73.698	38.438	110.80	2.2	6.1	-	deepPamir
73.368	38.438	110.84	2.4	3.4	1.9	deepPamir
72.079	37.604	110.86	2.5	4.0	1.9	deepPamir
71.919	37.582	110.91	3.8	2.8	1.9	deepPamir
71.872	37.397	110.98	2.3	3.3	1.9	deepPamir
71.761	37.392	111.02	4.0	3.0	1.9	deepPamir
73.181	38.245	111.02	2.2	5.9	1.9	deepPamir
71.643	37.050	111.08	2.4	4.5	1.9	deepPamir
71.606	37.317	111.14	2.7	3.0	1.9	deepPamir
72.073	37.703	111.14	2.6	5.1	1.9	deepPamir
71.729	37.398	111.30	2.5	3.3	1.9	deepPamir
71.842	37.359	111.30	3.5	2.6	1.9	deepPamir
71.778	37.421	111.35	2.6	5.1	1.9	deepPamir
71.670	37.178	111.36	3.0	4.1	1.9	deepPamir
72.015	37.557	111.47	2.7	4.3	1.9	deepPamir
71.865	37.544	111.51	3.1	2.6	1.9	deepPamir
72.240	37.749	111.52	2.2	5.9	1.9	deepPamir
72.991	38.300	111.52	3.7	2.1	1.9	deepPamir
72.450	37.887	111.57	2.4	8.4	1.9	deepPamir
71.673	37.172	111.59	3.7	2.5	1.9	deepPamir
72.058	37.620	111.59	2.3	3.4	1.9	deepPamir
72.976	38.312	111.59	2.5	2.8	1.9	deepPamir
71.627	37.038	111.62	2.5	3.9	1.9	deepPamir
72.166	37.608	111.62	2.7	7.0	-	deepPamir
71.586	36.925	111.64	3.2	3.2	1.9	deepPamir
71.673	37.232	111.64	3.2	3.3	1.9	deepPamir
72.242	37.985	111.65	3.0	3.9	-	deepPamir
71.662	37.225	111.69	2.8	4.2	1.9	deepPamir
71.847	37.508	111.71	3.2	3.0	1.9	deepPamir
71.803	37.369	111.74	2.9	4.6	1.9	deepPamir
75.030	38.254	111.77	2.0	8.3	-	deepPamir
71.653	37.225	111.80	2.8	2.8	1.9	deepPamir
71.654	37.332	111.82	3.1	2.8	1.9	deepPamir
71.819	37.523	111.83	3.3	2.5	1.9	deepPamir
71.621	37.227	111.88	2.7	5.5	1.9	deepPamir
71.741	37.333	111.89	2.3	3.2	1.9	deepPamir
73.532	38.419	111.92	2.1	6.1	1.9	deepPamir
71.626	37.317	111.94	3.0	2.3	1.9	deepPamir
71.760	37.441	112.00	4.1	2.1	1.9	deepPamir
71.588	37.169	112.01	2.7	3.0	1.9	deepPamir
71.644	37.142	112.03	2.2	6.7	-	deepPamir
74.845	37.426	112.04	4.0	17.0	-	deepPamir
71.612	37.247	112.06	4.0	3.6	1.9	deepPamir
72.038	37.353	112.06	2.4	6.4	-	deepPamir
73.548	38.417	112.19	2.6	4.3	1.9	deepPamir
71.572	36.931	112.21	3.2	6.1	1.9	deepPamir
72.091	37.550	112.21	2.7	3.8	1.9	deepPamir
72.075	37.697	112.23	3.3	2.7	1.9	deepPamir
71.613	37.035	112.24	2.6	4.2	1.9	deepPamir
72.110	37.678	112.25	3.8	2.1	1.9	deepPamir
72.959	38.315	112.31	3.0	2.1	1.9	deepPamir
71.560	37.178	112.33	4.2	3.6	1.9	deepPamir
72.468	37.986	112.34	3.7	2.2	1.9	deepPamir
72.147	37.779	112.40	3.1	5.9	1.9	deepPamir
71.670	37.187	112.44	2.3	3.7	1.9	deepPamir
74.151	38.391	112.51	2.6	4.0	-	deepPamir
72.932	38.165	112.61	2.1	3.0	1.9	deepPamir
72.027	37.506	112.63	2.7	2.8	1.9	deepPamir
71.663	37.225	112.64	2.9	3.8	1.9	deepPamir
71.617	37.242	112.67	3.8	2.5	1.9	deepPamir
73.900	38.485	112.68	2.5	3.0	1.9	deepPamir
73.388	38.457	112.70	3.9	2.2	1.9	deepPamir
71.605	37.194	112.71	2.8	4.5	1.9	deepPamir
71.863	37.508	112.79	3.3	2.2	1.9	deepPamir
71.765	37.448	112.80	4.4	2.1	1.9	deepPamir
71.844	37.506	112.80	2.5	3.0	1.9	deepPamir
72.147	37.583	112.81	2.3	5.6	1.9	deepPamir
72.056	37.568	112.83	2.1	5.3	1.9	deepPamir
72.063	37.680	112.85	4.2	1.9	1.9	deepPamir
71.632	37.402	112.86	2.8	4.7	1.9	deepPamir
71.648	37.290	112.88	4.1	2.7	1.9	deepPamir
72.524	38.023	112.88	3.5	6.7	1.9	deepPamir
71.666	37.310	112.90	3.7	2.8	1.9	deepPamir
73.609	38.453	112.90	3.9	3.0	1.9	deepPamir
71.854	37.513	112.91	3.0	3.1	1.9	deepPamir
71.753	37.199	112.93	3.0	3.1	1.9	deepPamir
71.760	37.449	112.93	4.7	2.6	1.9	deepPamir
73.430	38.464	112.93	3.9	1.8	1.9	deepPamir
71.567	37.194	113.00	3.2	3.7	-	deepPamir
71.609	37.285	113.01	2.8	3.5	1.9	deepPamir
71.633	37.237	113.02	3.3	3.2	1.9	deepPamir
71.914	37.502	113.05	2.3	5.8	1.9	deepPamir
72.117	37.712	113.08	2.9	3.5	1.9	deepPamir
